File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample life stage,Biosample sex,Biosample organism
ENCFF001FKN,bam,alignments,ENCSR000DUA,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001FKS,bam,alignments,ENCSR000DUA,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001FKC,bam,alignments,ENCSR000DTZ,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001FKD,bam,alignments,ENCSR000DTZ,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001FJS,bam,alignments,ENCSR000DTY,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001FJT,bam,alignments,ENCSR000DTY,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001HNF,bam,alignments,ENCSR000DTX,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF001FFX,bam,alignments,ENCSR000DTC,ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary cell,unknown,unknown,Homo sapiens
ENCFF001FGD,bam,alignments,ENCSR000DTC,ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary cell,unknown,unknown,Homo sapiens
ENCFF001HJU,bam,alignments,ENCSR000DTB,ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary cell,unknown,unknown,Homo sapiens
ENCFF001HJM,bam,alignments,ENCSR000DTA,ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary cell,unknown,unknown,Homo sapiens
ENCFF001HJN,bam,alignments,ENCSR000DTA,ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary cell,unknown,unknown,Homo sapiens
ENCFF001FAD,bam,alignments,ENCSR000DST,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001FAE,bam,alignments,ENCSR000DST,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001FCB,bam,alignments,ENCSR000DSS,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001FCC,bam,alignments,ENCSR000DSS,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001FDZ,bam,alignments,ENCSR000DSR,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001FEA,bam,alignments,ENCSR000DSR,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001FEJ,bam,alignments,ENCSR000DSQ,ChIP-seq,NTR:0000837,H7-hESC,stem cell,,unknown,Homo sapiens
ENCFF001EYK,bam,alignments,ENCSR000DSP,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EYL,bam,alignments,ENCSR000DSP,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EYZ,bam,alignments,ENCSR000DSO,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EZC,bam,alignments,ENCSR000DSO,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001HHZ,bam,alignments,ENCSR000DSN,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FAF,bam,alignments,ENCSR000DSM,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FAJ,bam,alignments,ENCSR000DSM,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FAP,bam,alignments,ENCSR000DSL,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FAQ,bam,alignments,ENCSR000DSL,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FAZ,bam,alignments,ENCSR000DSK,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FBB,bam,alignments,ENCSR000DSK,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FBJ,bam,alignments,ENCSR000DSJ,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FBO,bam,alignments,ENCSR000DSJ,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FCD,bam,alignments,ENCSR000DSI,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FCI,bam,alignments,ENCSR000DSI,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FCN,bam,alignments,ENCSR000DSH,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FCT,bam,alignments,ENCSR000DSH,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FCX,bam,alignments,ENCSR000DSG,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FDC,bam,alignments,ENCSR000DSG,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FDH,bam,alignments,ENCSR000DSF,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001FDM,bam,alignments,ENCSR000DSF,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EYO,bam,alignments,ENCSR000DSE,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EYP,bam,alignments,ENCSR000DSE,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EZJ,bam,alignments,ENCSR000DSD,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001EZQ,bam,alignments,ENCSR000DSD,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001HIB,bam,alignments,ENCSR000DSC,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001HIE,bam,alignments,ENCSR000DSB,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001HIG,bam,alignments,ENCSR000DSA,ChIP-seq,UBERON:0007005,cardiac mesoderm,in vitro differentiated cells,,unknown,Homo sapiens
ENCFF001HGZ,bam,alignments,ENCSR000DRU,ChIP-seq,EFO:0001162,GM12875,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HHA,bam,alignments,ENCSR000DRU,ChIP-seq,EFO:0001162,GM12875,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HHI,bam,alignments,ENCSR000DRT,ChIP-seq,EFO:0001162,GM12875,immortalized cell line,unknown,female,Homo sapiens
ENCFF001EWT,bam,alignments,ENCSR000DRS,ChIP-seq,EFO:0001162,GM12875,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HGN,bam,alignments,ENCSR000DRR,ChIP-seq,EFO:0001161,GM12874,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HGS,bam,alignments,ENCSR000DRR,ChIP-seq,EFO:0001161,GM12874,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HGW,bam,alignments,ENCSR000DRQ,ChIP-seq,EFO:0001161,GM12874,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HFV,bam,alignments,ENCSR000DRP,ChIP-seq,EFO:0001160,GM12873,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HFX,bam,alignments,ENCSR000DRP,ChIP-seq,EFO:0001160,GM12873,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HGD,bam,alignments,ENCSR000DRP,ChIP-seq,EFO:0001160,GM12873,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HGM,bam,alignments,ENCSR000DRO,ChIP-seq,EFO:0001160,GM12873,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HFC,bam,alignments,ENCSR000DRN,ChIP-seq,EFO:0001159,GM12872,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HFD,bam,alignments,ENCSR000DRN,ChIP-seq,EFO:0001159,GM12872,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HFJ,bam,alignments,ENCSR000DRN,ChIP-seq,EFO:0001159,GM12872,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HFR,bam,alignments,ENCSR000DRM,ChIP-seq,EFO:0001159,GM12872,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HET,bam,alignments,ENCSR000DRL,ChIP-seq,EFO:0005344,GM12871,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HEV,bam,alignments,ENCSR000DRL,ChIP-seq,EFO:0005344,GM12871,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HEI,bam,alignments,ENCSR000DRK,ChIP-seq,EFO:0005343,GM12870,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HEJ,bam,alignments,ENCSR000DRK,ChIP-seq,EFO:0005343,GM12870,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HDY,bam,alignments,ENCSR000DRJ,ChIP-seq,EFO:0005342,GM12869,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HEE,bam,alignments,ENCSR000DRJ,ChIP-seq,EFO:0005342,GM12869,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HDO,bam,alignments,ENCSR000DRI,ChIP-seq,EFO:0005341,GM12868,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HDP,bam,alignments,ENCSR000DRI,ChIP-seq,EFO:0005341,GM12868,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HDD,bam,alignments,ENCSR000DRH,ChIP-seq,EFO:0005340,GM12867,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HDM,bam,alignments,ENCSR000DRH,ChIP-seq,EFO:0005340,GM12867,immortalized cell line,unknown,female,Homo sapiens
ENCFF001EWI,bam,alignments,ENCSR000DRG,ChIP-seq,EFO:0005339,GM12866,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HCV,bam,alignments,ENCSR000DRF,ChIP-seq,EFO:0005339,GM12866,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HDA,bam,alignments,ENCSR000DRF,ChIP-seq,EFO:0005339,GM12866,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HCD,bam,alignments,ENCSR000DRE,ChIP-seq,EFO:0005338,GM12865,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HCE,bam,alignments,ENCSR000DRE,ChIP-seq,EFO:0005338,GM12865,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HCL,bam,alignments,ENCSR000DRE,ChIP-seq,EFO:0005338,GM12865,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HCU,bam,alignments,ENCSR000DRD,ChIP-seq,EFO:0005338,GM12865,immortalized cell line,unknown,female,Homo sapiens
ENCFF001EVR,bam,alignments,ENCSR000DRC,ChIP-seq,EFO:0005338,GM12865,immortalized cell line,unknown,female,Homo sapiens
ENCFF001EVW,bam,alignments,ENCSR000DRC,ChIP-seq,EFO:0005338,GM12865,immortalized cell line,unknown,female,Homo sapiens
ENCFF001HBJ,bam,alignments,ENCSR000DRB,ChIP-seq,EFO:0005337,GM12864,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HBQ,bam,alignments,ENCSR000DRB,ChIP-seq,EFO:0005337,GM12864,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HBS,bam,alignments,ENCSR000DRB,ChIP-seq,EFO:0005337,GM12864,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HBZ,bam,alignments,ENCSR000DRA,ChIP-seq,EFO:0005337,GM12864,immortalized cell line,unknown,male,Homo sapiens
ENCFF001EVG,bam,alignments,ENCSR000DQZ,ChIP-seq,EFO:0005337,GM12864,immortalized cell line,unknown,male,Homo sapiens
ENCFF001EVM,bam,alignments,ENCSR000DQZ,ChIP-seq,EFO:0005337,GM12864,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HBB,bam,alignments,ENCSR000DQY,ChIP-seq,EFO:0005353,GM12801,immortalized cell line,unknown,male,Homo sapiens
ENCFF001HBH,bam,alignments,ENCSR000DQX,ChIP-seq,EFO:0005353,GM12801,immortalized cell line,unknown,male,Homo sapiens
ENCFF001GYW,bam,alignments,ENCSR000DQD,ChIP-seq,EFO:0002114,BE2C,immortalized cell line,child,male,Homo sapiens
ENCFF001GZC,bam,alignments,ENCSR000DQD,ChIP-seq,EFO:0002114,BE2C,immortalized cell line,child,male,Homo sapiens
ENCFF001GZG,bam,alignments,ENCSR000DQC,ChIP-seq,EFO:0002114,BE2C,immortalized cell line,child,male,Homo sapiens
ENCFF001EQF,bam,alignments,ENCSR000DQB,ChIP-seq,EFO:0002114,BE2C,immortalized cell line,child,male,Homo sapiens
ENCFF001EQG,bam,alignments,ENCSR000DQB,ChIP-seq,EFO:0002114,BE2C,immortalized cell line,child,male,Homo sapiens
ENCFF001GVI,bam,alignments,ENCSR000DPF,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF001GVJ,bam,alignments,ENCSR000DPF,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF001GVS,bam,alignments,ENCSR000DPE,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF001ELO,bam,alignments,ENCSR000DPD,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF001ELP,bam,alignments,ENCSR000DPD,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000ZIV,bam,alignments,ENCSR000DPC,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZIW,bam,alignments,ENCSR000DPC,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZKC,bam,alignments,ENCSR000DPB,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZKE,bam,alignments,ENCSR000DPB,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZIP,bam,alignments,ENCSR000DPA,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZIR,bam,alignments,ENCSR000DPA,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZJC,bam,alignments,ENCSR000DOZ,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZJE,bam,alignments,ENCSR000DOZ,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZIM,bam,alignments,ENCSR000DOY,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZHY,bam,alignments,ENCSR000DOW,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZHW,bam,alignments,ENCSR000DOV,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZFT,bam,alignments,ENCSR000DOT,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZFV,bam,alignments,ENCSR000DOT,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGX,bam,alignments,ENCSR000DOS,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGY,bam,alignments,ENCSR000DOS,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZHT,bam,alignments,ENCSR000DOR,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZHU,bam,alignments,ENCSR000DOR,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZJT,bam,alignments,ENCSR000DOQ,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZJU,bam,alignments,ENCSR000DOQ,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGF,bam,alignments,ENCSR000DOP,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGG,bam,alignments,ENCSR000DOP,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGN,bam,alignments,ENCSR000DOO,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGO,bam,alignments,ENCSR000DOO,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGP,bam,alignments,ENCSR000DON,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZGW,bam,alignments,ENCSR000DON,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZHL,bam,alignments,ENCSR000DOM,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZHM,bam,alignments,ENCSR000DOM,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000ZIO,bam,alignments,ENCSR000DOL,ChIP-seq,EFO:0001200,MCF 10A,immortalized cell line,unknown,female,Homo sapiens
ENCFF000XMW,bam,alignments,ENCSR000DNY,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XMX,bam,alignments,ENCSR000DNY,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XAK,bam,alignments,ENCSR000DNX,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XAL,bam,alignments,ENCSR000DNX,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XAN,bam,alignments,ENCSR000DNW,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XAO,bam,alignments,ENCSR000DNW,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XAX,bam,alignments,ENCSR000DNV,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XAY,bam,alignments,ENCSR000DNV,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XKV,bam,alignments,ENCSR000DNU,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XKZ,bam,alignments,ENCSR000DNU,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XOF,bam,alignments,ENCSR000DNT,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XOH,bam,alignments,ENCSR000DNT,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XIJ,bam,alignments,ENCSR000DNS,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XIK,bam,alignments,ENCSR000DNS,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XIS,bam,alignments,ENCSR000DNR,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000XIT,bam,alignments,ENCSR000DNR,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000SDE,bam,alignments,ENCSR000DNH,ChIP-seq,NTR:0000735,HGPS cell,primary cell,child,male,Homo sapiens
ENCFF000SCZ,bam,alignments,ENCSR000DNG,ChIP-seq,NTR:0000735,HGPS cell,primary cell,child,male,Homo sapiens
ENCFF000SDA,bam,alignments,ENCSR000DNG,ChIP-seq,NTR:0000735,HGPS cell,primary cell,child,male,Homo sapiens
ENCFF000SDH,bam,alignments,ENCSR000DNF,ChIP-seq,NTR:0000735,HGPS cell,primary cell,child,male,Homo sapiens
ENCFF000SDI,bam,alignments,ENCSR000DNF,ChIP-seq,NTR:0000735,HGPS cell,primary cell,child,male,Homo sapiens
ENCFF000RMA,bam,alignments,ENCSR000DNB,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000RLW,bam,alignments,ENCSR000DNA,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000RLY,bam,alignments,ENCSR000DNA,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000RME,bam,alignments,ENCSR000DMZ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000RMG,bam,alignments,ENCSR000DMZ,ChIP-seq,EFO:0001086,A549,immortalized cell line,adult,male,Homo sapiens
ENCFF000SBT,bam,alignments,ENCSR000DMY,ChIP-seq,EFO:0002939,medulloblastoma,immortalized cell line,child,male,Homo sapiens
ENCFF000SBX,bam,alignments,ENCSR000DMY,ChIP-seq,EFO:0002939,medulloblastoma,immortalized cell line,child,male,Homo sapiens
ENCFF000SCA,bam,alignments,ENCSR000DMX,ChIP-seq,EFO:0002939,medulloblastoma,immortalized cell line,child,male,Homo sapiens
ENCFF000SAV,bam,alignments,ENCSR000DMW,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZM,bam,alignments,ENCSR000DMV,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZO,bam,alignments,ENCSR000DMV,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SBC,bam,alignments,ENCSR000DMT,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SBD,bam,alignments,ENCSR000DMT,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZQ,bam,alignments,ENCSR000DMS,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZS,bam,alignments,ENCSR000DMS,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SAR,bam,alignments,ENCSR000DMR,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SAT,bam,alignments,ENCSR000DMR,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZF,bam,alignments,ENCSR000DMQ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZH,bam,alignments,ENCSR000DMQ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RYH,bam,alignments,ENCSR000DMP,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RYJ,bam,alignments,ENCSR000DMP,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZZ,bam,alignments,ENCSR000DMO,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SAA,bam,alignments,ENCSR000DMO,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SBE,bam,alignments,ENCSR000DMN,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SBH,bam,alignments,ENCSR000DMN,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RYQ,bam,alignments,ENCSR000DMM,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RYS,bam,alignments,ENCSR000DMM,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SAG,bam,alignments,ENCSR000DML,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SAH,bam,alignments,ENCSR000DML,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SBL,bam,alignments,ENCSR000DMK,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000SBN,bam,alignments,ENCSR000DMK,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RYY,bam,alignments,ENCSR000DMJ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RZA,bam,alignments,ENCSR000DMJ,ChIP-seq,EFO:0001203,MCF-7,immortalized cell line,adult,female,Homo sapiens
ENCFF000RTD,bam,alignments,ENCSR000DLP,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RSV,bam,alignments,ENCSR000DLO,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RSX,bam,alignments,ENCSR000DLO,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RSN,bam,alignments,ENCSR000DLN,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RSO,bam,alignments,ENCSR000DLN,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RTG,bam,alignments,ENCSR000DLM,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RTJ,bam,alignments,ENCSR000DLM,ChIP-seq,EFO:0002791,HeLa-S3,immortalized cell line,adult,female,Homo sapiens
ENCFF000RSA,bam,alignments,ENCSR000DLK,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000RSG,bam,alignments,ENCSR000DLJ,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000RRX,bam,alignments,ENCSR000DLI,ChIP-seq,EFO:0003042,H1-hESC,stem cell,embryonic,male,Homo sapiens
ENCFF000RRT,bam,alignments,ENCSR000DLH,ChIP-seq,EFO:0005352,GM20000,immortalized cell line,unknown,male,Homo sapiens
ENCFF000RRL,bam,alignments,ENCSR000DLG,ChIP-seq,EFO:0005352,GM20000,immortalized cell line,unknown,male,Homo sapiens
